start,end,sent,mention,labels,pos,ner,type,ner2
132,133,"At a time when the Lebanese judiciary continues its investigation into the file of the detainees of `` the Syrian National Social Party , `` very important , and at the same time , dangerous , information was revealed about an attempt to blow up the location of a Phalange celebration in Al Koura , which was set to be attended by president Amin Al Gemayel , Minister and martyr Pierre Al Gemayel , and hundreds of supporters of the Lebanese Phalange Party , per an order from Parliament Member Asaad Herdan . That was `` Cailion `` restaurant in Al Koura on January 15 , 2005 , 29 days before the crime of the assassination of Prime Minister Rafiq Al Hariri , and three months after the assassination attempt of Minister Marwan Hamada , which would have raised the number of crimes and explosions to 16 .",Marwan,/person,"IN DT NN WRB DT JJ NN VBZ PRP$ NN IN DT NN IN DT NNS IN `` DT JJ NNP NNP NNP , `` RB JJ , CC IN DT JJ NN , JJ , NN VBD VBN IN DT NN TO VB RP DT NN IN DT NNP NN IN NNP NNP , WDT VBD VBN TO VB VBN IN NN NNP NNP NNP , NNP CC NN NNP NNP NNP , CC NNS IN NNS IN DT JJ NNP NNP , IN DT NN IN NNP NNP NNP NNP . DT VBD `` NNP `` NN IN NNP NNP IN NNP CD , CD , CD NNS IN DT NN IN DT NN IN NNP NNP NNP NNP NNP , CC CD NNS IN DT NN NN IN NNP NNP NNP , WDT MD VB VBN DT NN IN NNS CC NNS TO CD .",O O O O O O O O O O O O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOCATION LOCATION O O O O O O O O O PERSON PERSON PERSON O O O O PERSON PERSON PERSON O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O LOCATION LOCATION O DATE DATE DATE DATE O O O O O O O O O O O O PERSON PERSON PERSON O O O O O O O O O O PERSON PERSON O O O O O O O O O O O O O O,O O O O O /bio/nationality O O O O O O O O O O O O /other/organization /other/organization /other/organization /other/organization /other/organization O O O O O O O O O O O O O O O O O O O O O O O O O O /other O O /location /location O O O O O O O O /contact/salutation /contact/name /contact/name /contact/name O /contact/salutation O O /contact/name /contact/name /contact/name O O O O O O O /other/organization /other/organization /other/organization O O O O O /other/organization O /contact/name /contact/name O O O O /location O O O /location/city /location O /other/datetime/date /other/datetime/date /other/datetime/date /other/datetime/date O /other/datetime /other/datetime O O O O O /bio/criminal_charge O /contact/salutation /contact/salutation /contact/name /contact/name /contact/name O O /other/datetime /other/datetime O O /bio/criminal_charge O O /contact/salutation /contact/first_name /contact/first_name O O O O O O O O O O /bio/cause_of_death O /other/number O,O O O O O NATIONALITY O O O O O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O O O O O MISC O O CITY LOCATION O O O O O O O O TITLE PERSON PERSON PERSON O TITLE O O PERSON PERSON PERSON O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O ORGANIZATION O PERSON PERSON O O O O LOCATION O O O CITY LOCATION O DATE DATE DATE DATE O DURATION DURATION O O O O O CRIMINAL_CHARGE O TITLE TITLE PERSON PERSON PERSON O O DURATION DURATION O O CRIMINAL_CHARGE O O TITLE PERSON PERSON O O O O O O O O O O CAUSE_OF_DEATH O NUMBER O
0,1,"Peter said , `` Stand up !",Peter,/person/religious_leader /person,"NNP VBD , `` VB RP .",PERSON O O O O O O,/contact/first_name O O O O O O,PERSON O O O O O O
2,4,"Yesterday , Goldman Sachs , Merrill Lynch and Dean Witter all increased the proportion of assets they recommend investors commit to stocks .",Goldman Sachs,/organization /organization/company,"NN , NNP NNP , NNP NNP CC NNP NNP DT VBD DT NN IN NNS PRP VBP NNS VB TO NNS .",O O ORGANIZATION ORGANIZATION O ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O O,/other/organization O /other/organization /other/organization O /other/organization /other/organization O /contact/first_name /contact/first_name O O O O O O O O O O O O O,DATE O ORGANIZATION ORGANIZATION O ORGANIZATION ORGANIZATION O PERSON PERSON O O O O O O O O O O O O O
32,33,"Now , unless I 've lost track , because it 's been a little hard to keep track , today is the fifth lead change in Gallup polling after Labor Day between Gore and Bush .",Gore,/person/artist /person/political_figure /person/artist/actor /person/artist/music /person/artist/author /person,"RB , IN PRP VBP VBN NN , IN PRP VBZ VBN DT JJ JJ TO VB NN , NN VBZ DT JJ NN NN IN NNP NN IN NNP NNP IN NNP CC NNP .",O O O O O O O O O O O O O O O O O O O O O O O O O O LOCATION O O DATE DATE O O O PERSON O,/other/organization/company/fortune1000 O O O O O O O O O O O O O O O O O O /other/organization O O /other/number O O O /other/organization O O /other/datetime/date /other/datetime/date O /contact/first_name O /contact/name O,DATE O O O O O O O O O O O O O O O O O O DATE O O ORDINAL O O O ORGANIZATION O O DATE DATE O PERSON O PERSON O
20,21,-LSB- -RSB- Ideological differences between the US and China do not seem to be as big as those between the US and the Soviet Union during the Cold War .,US,/other/currency,-LRB- -RRB- JJ NNS IN DT NNP CC NNP VBP RB VB TO VB RB JJ IN DT IN DT NNP CC DT NNP NNP IN DT NNP NNP .,O O O O O O LOCATION O LOCATION O O O O O O O O O O O LOCATION O O LOCATION LOCATION O O O O O,O /other/organization O O O O /location/country O /location/country O O O O O O O O O O O /location/country O O /location /location/city O O /contact/salutation /bio/cause_of_death O,O O O O O O COUNTRY O COUNTRY O O O O O O O O O O O COUNTRY O O LOCATION CITY O O TITLE CAUSE_OF_DEATH O
5,6,"Bangguo Wu pointed out that China 's land-based petroleum industry achieved great success last year , and oil and gas production volume increased by 1.81 million tons and 730 million cubic meters respectively compared with the previous year ; with nearly 1 million tons of shared oil from overseas , its growth rate was the highest since the `` seventh five-year plan `` period-LRB-1986-1990-RRB - ; its economic benefits were considerable , turning over 25.8 billion yuan of taxes , achieving profits of 10 billion yuan ; making great achievements in scientific and technological progress .",China,/location/country /location,"NNP NNP VBD RP IN NNP POS JJ NN NN VBD JJ NN JJ NN , CC NN CC NN NN NN VBN IN CD CD NNS CC CD CD JJ NNS RB VBN IN DT JJ NN : IN RB CD CD NNS IN JJ NN IN RB , PRP$ NN NN VBD DT JJS IN DT `` JJ JJ NN `` NN : : PRP$ JJ NNS VBD JJ , VBG RP CD CD NN IN NNS , VBG NNS IN CD CD NN : VBG JJ NNS IN JJ CC JJ NN .",O O O O O LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O MONEY MONEY MONEY O O O O O O MONEY MONEY MONEY O O O O O O O O O O,/contact/name /contact/name O O O /location/country O O O O O O O /other/datetime/date /other/datetime/date O O O O O O O O O /other/number /other/number O O /other/number /other/number O O O O O /other/datetime/date /other/datetime/date /other/datetime/date O O O /other/number /other/number O O O O O O O O O O O O O O O O /other/number /other/datetime O O /other/datetime O O O O O O O O O O /finance/currency /finance/currency /finance/currency O O O O O O /finance/currency /finance/currency /finance/currency O O O O O O O O O O,PERSON PERSON O O O COUNTRY O O O O O O O DATE DATE O O O O O O O O O NUMBER NUMBER O O NUMBER NUMBER O O O O O DATE DATE DATE O O O NUMBER NUMBER O O O O O O O O O O O O O O O O ORDINAL DURATION O O DURATION O O O O O O O O O O MONEY MONEY MONEY O O O O O O MONEY MONEY MONEY O O O O O O O O O O
3,4,"Reached at his office , Mr. McFall , currently chairman , said , `` An implication that we failed to return investor funds is inappropriate and inaccurate . ''",office,/location,"VBN IN PRP$ NN , NNP NNP , RB NN , VBD , `` DT NN IN PRP VBD TO VB NN NNS VBZ JJ CC JJ . ''",O O O O O O PERSON O O O O O O O O O O O O O O O O O O O O O O,O O /contact/first_name O O O /contact/last_name O /other/datetime/date /contact/salutation O O O O O O O O O O O O O O O O O O O,O O O O O O PERSON O DATE TITLE O O O O O O O O O O O O O O O O O O O
0,1,"Achish said , `` Fine , I will make you my permanent bodyguard . ''",Achish,/person,"NNP VBD , `` NNP , PRP MD VB PRP PRP$ JJ NN . ''",O O O O O O O O O O O O O O O,/contact/name O O O O O O O O O O O /contact/salutation O O,PERSON O O O O O O O O O O O TITLE O O
49,50,"Some U.S. officials believe the Yemeni are concerned about sharing information that could be embarrassing to a country that has been called a haven for terrorists , but U.S. officials say without access to the witnesses here , the future of any American prosecution for the murder of 17 sailors is in doubt .",sailors,/person/title /person,"DT NNP NNS VBP DT NNP VBP JJ IN VBG NN WDT MD VB JJ TO DT NN WDT VBZ VBN VBN DT NN IN NNS , CC NNP NNS VBP IN NN TO DT NNS RB , DT NN IN DT JJ NN IN DT NN IN CD NNS VBZ IN NN .",O LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O,O /location/country O O O /bio/nationality O O O O O O O O O O O O O O O O O O O O O O /location/country O O O O O O O O O /other/organization /other/organization O O /bio/nationality O O O /bio/criminal_charge O /other/number O O O O O,O COUNTRY O O O NATIONALITY O O O O O O O O O O O O O O O O O O O O O O COUNTRY O O O O O O O O O DATE DATE O O NATIONALITY O O O CRIMINAL_CHARGE O NUMBER O O O O O
6,7,It was inside of the city bus .,bus,/other/product/car /organization /organization/transit /other/product,PRP VBD IN IN DT NN NN .,O O O O O O O O,O O O O O O O O,O O O O O O O O
7,8,Then she put her hand on her head and began crying .,head,/person/title /person,RB PRP VBD PRP$ NN IN PRP$ NN CC VBD VBG .,O O O O O O O O O O O O,O /contact/name O /contact/name O O O O O O O O,O O O O O O O O O O O O
25,26,"Medical cooperatives , among the most successful in the U.S.S.R. , are banned from providing general-practitioner services-LRB-their main source of income-RRB - , carrying out surgery , and treating cancer patients , drug addicts and pregnant women .",surgery,/other/health/treatment /other/health,"JJ NNS , IN DT RBS JJ IN DT NNP , VBP VBN IN VBG NN JJ JJ NN IN NN : , VBG RP NN , CC VBG NN NNS , NN NNS CC JJ NNS .",O O O O O O O O LOCATION LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O /location O O O O O /contact/salutation O O O O O O O O O /bio/cause_of_death O O O /bio/cause_of_death O O O O O O O O,O O O O O O O O O LOCATION O O O O O TITLE O O O O O O O O O CAUSE_OF_DEATH O O O CAUSE_OF_DEATH O O O O O O O O
4,5,So what should the U.S. be concerned about this time .,U.S.,/location/country /location /location/structure/government /location/structure,RB WP MD DT NNP VB VBN IN DT NN .,O O O O LOCATION O O O O O O,O O O O /location/country O O O O O O,O O O O COUNTRY O O O O O O
0,1,He was using steroids to get ahead in that uh baseball career .,He,/person /person/title /other/supernatural,PRP VBD VBG NNS TO VB RB IN DT UH NN NN .,O O O O O O O O O O O O O,/contact/salutation O O O O O O O O O O O O,O O O O O O O O O O O O O
1,2,% uh why ?,uh,/organization/education /organization,NN UH WRB .,O O O O,O O O O,O O O O
24,25,"Separately , a $ 400 million issue of Fannie Mae Remic mortgage securities is being offered in 15 classes by Bear , Stearns & Co .",Co,/location,"RB , DT $ CD CD NN IN NNP NNP NNP NN NNS VBZ VBG VBN IN CD NNS IN NNP , NNP CC NNP .",O O O MONEY MONEY MONEY O O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION O,O O O /finance/currency /finance/currency /finance/currency O O /other/organization/company/fortune1000 /other/organization/company/fortune1000 O O O O O O O /other/number O O /other/organization /other/organization /other/organization /finance/currency /finance/currency /finance/currency,O O O MONEY MONEY MONEY O O ORGANIZATION ORGANIZATION O O O O O O O NUMBER O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O
29,31,"When a House-Senate conference on yesterday 's bill rescinded $ 11.8 million in unexpended funds for a Fort Worth , Texas , economic development project backed by former Speaker James Wright , Sen. Phil Gramm-LRB-R . , Texas-RRB-insisted last week that the money be preserved .",James Wright,/person/artist/author /person/political_figure /person/artist /person,"WRB DT NNP NN IN NN POS NN VBD $ CD CD IN JJ NNS IN DT NNP NNP , NNP , JJ NN NN VBN IN JJ NNP NNP NNP , NNP NNP NN . , NNP JJ NN IN DT NN VB VBN .",O O ORGANIZATION O O O O O O MONEY MONEY MONEY O O O O O LOCATION LOCATION O LOCATION O O O O O O O O PERSON PERSON O O PERSON PERSON O O O O O O O O O O O,O O /other/organization O O /other/organization O O O /finance/currency /finance/currency /finance/currency O O O O O /location/city /location/city O /location/province/us_province O O O O O O O /contact/salutation /contact/name /contact/name O O /contact/name /contact/name O O O /other/datetime/date /other/datetime/date O O O /finance/currency /finance/currency /finance/currency,O O ORGANIZATION O O DATE O O O MONEY MONEY MONEY O O O O O CITY CITY O STATE_OR_PROVINCE O O O O O O O TITLE PERSON PERSON O O PERSON PERSON O O O DATE DATE O O O O O O
4,5,Then the king of Babylon captured Jehoiachin .,Babylon,/location/country /location/city /location,RB DT NN IN NNP VBN NNP .,O O O O O O PERSON O,O O /contact/salutation O /location/city O /contact/name O,O O TITLE O CITY O PERSON O
11,12,"After the three members of the court introduced themselves , the chairman of the panel said : `` Go ahead and tell us what happened .",chairman,/person/title /person,"IN DT CD NNS IN DT NN VBD PRP , DT NN IN DT NN VBD : `` VB RB CC VB PRP WP VBD .",O O O O O O O O O O O O O O O O O O O O O O O O O O,O O /other/number O O O O O O O O /contact/salutation O O O O O O O O O O O O O O,O O NUMBER O O O O O O O O TITLE O O O O O O O O O O O O O O
4,5,"Klaus Deuse , a reporter with Deutsche Welle , thinks making donations is a moral rather than a legal obligation .",reporter,/person/title /person,"NNP NNP , DT NN IN NNP NNP , VBZ VBG NNS VBZ DT JJ RB IN DT JJ NN .",PERSON PERSON O O O O ORGANIZATION ORGANIZATION O O O O O O O O O O O O O,/contact/name /contact/name O O /contact/salutation O /other/organization /other/organization O O O O O O O O O O O O O,PERSON PERSON O O TITLE O ORGANIZATION ORGANIZATION O O O O O O O O O O O O O
0,1,"He said to his servants , `` Get out of here .",He,/person /person/title /other/supernatural,"PRP VBD TO PRP$ NNS , `` VB IN IN RB .",O O O O O O O O O O O O,/contact/salutation O O /contact/first_name O O O O O O O O,O O O O O O O O O O O O
4,5,"-LSB- daigaku -RSB- : The few Chinese characters also have a strong Korean flavor : `` Korean Ginseng Chicken Soup , `` `` Loess House for Heat Therapy , `` `` Golden Bamboo Hat . ``",The,/organization/company/news /other/art /other/art/writing /organization /organization/company,"-LRB- NN -RRB- : DT JJ JJ NNS RB VBP DT JJ JJ NN : `` JJ NNP NNP NNP , `` `` NNP NNP IN NNP NN , `` `` NNP NNP NNP . ``",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O /other/organization O O O O /bio/nationality O O O O O /bio/nationality O O O /other/organization /other/organization /other/organization /other/organization O O O O O O O O O O O O O O O O,O O O O O O NATIONALITY O O O O O NATIONALITY O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O O
1,2,Company officials say they are studying various proposals but wo n't discuss details .,officials,/person/title /person,NN NNS VBP PRP VBP VBG JJ NNS CC MD RB VB NNS .,O O O O O O O O O O O O O O,O O O O O O O O O O O O O O,O O O O O O O O O O O O O O
18,19,"The Asantehene , who was accompanied by the Omanhene of Juabeng , Nana Otuo Siriboe , said unless Africans realised the importance of their tradition and used it to address their situation , they might continue to grope for solutions in foreign cultures , which might not necessarily be the answers to their problems .",Africans,/other/heritage,"DT NNP , WP VBD VBN IN DT NN IN NNP , NNP NNP NNP , VBD IN NNS VBD DT NN IN PRP$ NN CC VBD PRP TO VB PRP$ NN , PRP MD VB TO VB IN NNS IN JJ NNS , WDT MD RB RB VB DT NNS TO PRP$ NNS .",O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION O PERSON PERSON PERSON O O O LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O /location O /contact/name /contact/name /contact/name O O O /other O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O LOCATION O PERSON PERSON PERSON O O O MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
0,1,"Tomorrow , Resolution Funding Corp. , a division of a new government agency created to bail out the nation 's troubled thrifts , will hold its first bond auction at which it will sell $ 4.5 billion of 30-year bonds .",Tomorrow,/organization /person/artist /organization/music /person,"NN , NNP NNP NNP , DT NN IN DT JJ NN NN VBN TO VB RP DT NN POS JJ NNS , MD VB PRP$ JJ NN NN IN WDT PRP MD VB $ CD CD IN JJ NNS .",O O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O MONEY MONEY MONEY O O O O,/other/organization O /other/organization /other/organization /other/organization O O O O O O O O O O O O O O O O O O O O O /other/number O O O O O O O /finance/currency /finance/currency /finance/currency O /finance/currency /finance/currency /finance/currency,DATE O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O O O O O O O ORDINAL O O O O O O O MONEY MONEY MONEY O DURATION O O
